algorithm,beta,n,seed,detected_race_to_loan,shd,beta_hat,wall_time_s
GES,0.1,1000,1012,0,9,,0.032
GRaSP,0.1,1000,1012,0,6,,0.008
ICA-LiNGAM,0.1,1000,1012,0,2,0.0,0.024
DirectLiNGAM,0.1,1000,1012,0,2,0.0,0.073
PC,0.1,1000,1013,0,12,,0.019
FCI,0.1,1000,1013,0,11,,0.027
GES,0.1,1000,1013,0,19,,0.046
GRaSP,0.1,1000,1013,0,12,,0.007
ICA-LiNGAM,0.1,1000,1013,0,3,0.0,0.021
DirectLiNGAM,0.1,1000,1013,0,3,0.0,0.062
PC,0.1,1000,1014,0,9,,0.024
FCI,0.1,1000,1014,0,11,,0.053
GES,0.1,1000,1014,0,12,,0.06
GRaSP,0.1,1000,1014,0,15,,0.01
ICA-LiNGAM,0.1,1000,1014,0,2,0.0,0.018
DirectLiNGAM,0.1,1000,1014,0,4,0.0,0.053
PC,0.1,1000,1015,0,6,,0.015
FCI,0.1,1000,1015,0,9,,0.021
GES,0.1,1000,1015,0,4,,0.041
GRaSP,0.1,1000,1015,0,6,,0.011
ICA-LiNGAM,0.1,1000,1015,0,2,0.0,0.022
DirectLiNGAM,0.1,1000,1015,0,2,0.0,0.069
PC,0.1,1000,1016,0,10,,0.019
FCI,0.1,1000,1016,0,10,,0.029
GES,0.1,1000,1016,1,9,,0.05
GRaSP,0.1,1000,1016,0,4,,0.009
ICA-LiNGAM,0.1,1000,1016,1,1,-0.10652808450366678,0.02
DirectLiNGAM,0.1,1000,1016,1,1,-0.10652808450366719,0.068
PC,0.1,1000,1017,0,8,,0.021
FCI,0.1,1000,1017,0,11,,0.024
GES,0.1,1000,1017,1,9,,0.037
GRaSP,0.1,1000,1017,0,6,,0.012
ICA-LiNGAM,0.1,1000,1017,1,1,-0.1353717035258176,0.015
DirectLiNGAM,0.1,1000,1017,1,1,-0.1353717035258177,0.067
PC,0.1,1000,1018,0,9,,0.021
FCI,0.1,1000,1018,0,12,,0.028
GES,0.1,1000,1018,0,12,,0.032
GRaSP,0.1,1000,1018,0,8,,0.007
ICA-LiNGAM,0.1,1000,1018,0,1,0.0,0.016
DirectLiNGAM,0.1,1000,1018,0,1,0.0,0.053
PC,0.1,1000,1019,0,8,,0.02
FCI,0.1,1000,1019,0,8,,0.03
GES,0.1,1000,1019,1,9,,0.045
GRaSP,0.1,1000,1019,0,6,,0.01
ICA-LiNGAM,0.1,1000,1019,0,2,0.0,0.023
DirectLiNGAM,0.1,1000,1019,0,3,0.0,0.06
PC,0.1,5000,1000,0,10,,0.022
FCI,0.1,5000,1000,0,10,,0.035
GES,0.1,5000,1000,1,8,,0.068
GRaSP,0.1,5000,1000,1,3,,0.011
ICA-LiNGAM,0.1,5000,1000,1,0,-0.10966035927668846,0.033
DirectLiNGAM,0.1,5000,1000,1,0,-0.10966035927668857,0.109
PC,0.1,5000,1001,0,8,,0.022
FCI,0.1,5000,1001,0,9,,0.038
GES,0.1,5000,1001,1,6,,0.061
GRaSP,0.1,5000,1001,0,4,,0.011
ICA-LiNGAM,0.1,5000,1001,1,0,-0.09168701356979381,0.032
DirectLiNGAM,0.1,5000,1001,1,0,-0.0916870135697936,0.141
PC,0.1,5000,1002,0,9,,0.026
FCI,0.1,5000,1002,0,11,,0.05
GES,0.1,5000,1002,1,14,,0.055
GRaSP,0.1,5000,1002,0,16,,0.007
ICA-LiNGAM,0.1,5000,1002,1,0,-0.11637927361126504,0.025
DirectLiNGAM,0.1,5000,1002,1,0,-0.11637927361126495,0.129
PC,0.1,5000,1003,0,8,,0.023
FCI,0.1,5000,1003,0,11,,0.029
GES,0.1,5000,1003,1,12,,0.054
GRaSP,0.1,5000,1003,0,17,,0.01
ICA-LiNGAM,0.1,5000,1003,1,0,-0.1298549618948183,0.024
DirectLiNGAM,0.1,5000,1003,1,0,-0.129854961894818,0.119
PC,0.1,5000,1004,0,8,,0.023
FCI,0.1,5000,1004,0,9,,0.032
GES,0.1,5000,1004,1,10,,0.058
GRaSP,0.1,5000,1004,0,16,,0.009
ICA-LiNGAM,0.1,5000,1004,1,1,-0.10520064232785745,0.025
DirectLiNGAM,0.1,5000,1004,1,1,-0.10520064232785745,0.121
PC,0.1,5000,1005,0,9,,0.03
FCI,0.1,5000,1005,0,10,,0.052
GES,0.1,5000,1005,1,11,,0.041
GRaSP,0.1,5000,1005,0,10,,0.008
ICA-LiNGAM,0.1,5000,1005,1,0,-0.08938580758018297,0.022
DirectLiNGAM,0.1,5000,1005,1,0,-0.08938580758018312,0.132
PC,0.1,5000,1006,0,9,,0.03
FCI,0.1,5000,1006,0,10,,0.05
GES,0.1,5000,1006,1,9,,0.053
GRaSP,0.1,5000,1006,0,14,,0.008
ICA-LiNGAM,0.1,5000,1006,1,1,-0.07154202557629066,0.023
DirectLiNGAM,0.1,5000,1006,1,1,-0.07154202557629034,0.128
PC,0.1,5000,1007,0,8,,0.027
FCI,0.1,5000,1007,0,9,,0.033
GES,0.1,5000,1007,1,7,,0.062
GRaSP,0.1,5000,1007,0,9,,0.007
ICA-LiNGAM,0.1,5000,1007,1,0,-0.08368239846119505,0.027
DirectLiNGAM,0.1,5000,1007,1,0,-0.08368239846119516,0.12
PC,0.1,5000,1008,0,8,,0.027
FCI,0.1,5000,1008,0,9,,0.039
GES,0.1,5000,1008,1,2,,0.048
GRaSP,0.1,5000,1008,0,16,,0.009
ICA-LiNGAM,0.1,5000,1008,1,0,-0.07539650219517872,0.024
DirectLiNGAM,0.1,5000,1008,1,0,-0.07539650219517902,0.119
PC,0.1,5000,1009,0,9,,0.03
FCI,0.1,5000,1009,0,11,,0.056
GES,0.1,5000,1009,0,13,,0.054
GRaSP,0.1,5000,1009,1,8,,0.008
ICA-LiNGAM,0.1,5000,1009,1,1,-0.10427310794806956,0.026
DirectLiNGAM,0.1,5000,1009,1,1,-0.10427310794806988,0.127
PC,0.1,5000,1010,0,9,,0.028
FCI,0.1,5000,1010,0,11,,0.044
GES,0.1,5000,1010,1,7,,0.046
GRaSP,0.1,5000,1010,1,3,,0.009
ICA-LiNGAM,0.1,5000,1010,1,0,-0.11734354413625192,0.023
DirectLiNGAM,0.1,5000,1010,1,0,-0.11734354413625213,0.124
PC,0.1,5000,1011,0,8,,0.022
FCI,0.1,5000,1011,0,10,,0.035
GES,0.1,5000,1011,1,12,,0.042
GRaSP,0.1,5000,1011,1,6,,0.01
ICA-LiNGAM,0.1,5000,1011,1,0,-0.1053700577273099,0.024
DirectLiNGAM,0.1,5000,1011,1,0,-0.10537005772731022,0.121
PC,0.1,5000,1012,0,8,,0.03
FCI,0.1,5000,1012,0,11,,0.038
GES,0.1,5000,1012,0,14,,0.043
GRaSP,0.1,5000,1012,1,3,,0.01
ICA-LiNGAM,0.1,5000,1012,1,0,-0.09303652374521322,0.024
DirectLiNGAM,0.1,5000,1012,1,0,-0.09303652374521328,0.124
PC,0.1,5000,1013,0,8,,0.022
FCI,0.1,5000,1013,0,9,,0.033
GES,0.1,5000,1013,0,11,,0.056
GRaSP,0.1,5000,1013,0,16,,0.009
ICA-LiNGAM,0.1,5000,1013,1,1,-0.09703354382472731,0.024
DirectLiNGAM,0.1,5000,1013,1,1,-0.09703354382472681,0.121
PC,0.1,5000,1014,0,10,,0.025
FCI,0.1,5000,1014,0,10,,0.039
GES,0.1,5000,1014,1,3,,0.054
GRaSP,0.1,5000,1014,0,10,,0.011
ICA-LiNGAM,0.1,5000,1014,1,1,-0.11210741593259681,0.024
DirectLiNGAM,0.1,5000,1014,1,1,-0.11210741593259678,0.125
PC,0.1,5000,1015,0,10,,0.03
FCI,0.1,5000,1015,0,11,,0.035
GES,0.1,5000,1015,1,8,,0.049
GRaSP,0.1,5000,1015,1,3,,0.009
ICA-LiNGAM,0.1,5000,1015,1,1,-0.09401092506798597,0.024
DirectLiNGAM,0.1,5000,1015,1,1,-0.09401092506798597,0.128
PC,0.1,5000,1016,0,8,,0.024
FCI,0.1,5000,1016,0,11,,0.029
GES,0.1,5000,1016,0,13,,0.038
GRaSP,0.1,5000,1016,0,9,,0.011
ICA-LiNGAM,0.1,5000,1016,1,1,-0.08588445581570718,0.025
DirectLiNGAM,0.1,5000,1016,1,1,-0.08588445581570744,0.123
PC,0.1,5000,1017,0,8,,0.023
FCI,0.1,5000,1017,0,10,,0.041
GES,0.1,5000,1017,1,12,,0.056
GRaSP,0.1,5000,1017,0,17,,0.011
ICA-LiNGAM,0.1,5000,1017,1,0,-0.13609011337235918,0.024
DirectLiNGAM,0.1,5000,1017,1,0,-0.1360901133723594,0.118
PC,0.1,5000,1018,0,8,,0.024
FCI,0.1,5000,1018,0,10,,0.039
GES,0.1,5000,1018,1,2,,0.049
GRaSP,0.1,5000,1018,0,16,,0.009
ICA-LiNGAM,0.1,5000,1018,1,0,-0.10827672782915723,0.025
DirectLiNGAM,0.1,5000,1018,1,0,-0.10827672782915689,0.112
PC,0.1,5000,1019,0,9,,0.038
FCI,0.1,5000,1019,0,11,,0.058
GES,0.1,5000,1019,1,5,,0.061
GRaSP,0.1,5000,1019,0,6,,0.01
ICA-LiNGAM,0.1,5000,1019,1,0,-0.08927690418355495,0.025
DirectLiNGAM,0.1,5000,1019,1,0,-0.08927690418355491,0.122
PC,0.1,10000,1000,0,8,,0.036
FCI,0.1,10000,1000,0,11,,0.037
GES,0.1,10000,1000,1,5,,0.057
GRaSP,0.1,10000,1000,1,3,,0.01
ICA-LiNGAM,0.1,10000,1000,1,0,-0.10140559062864293,0.042
DirectLiNGAM,0.1,10000,1000,1,0,-0.10140559062864263,0.2
PC,0.1,10000,1001,0,9,,0.025
FCI,0.1,10000,1001,0,9,,0.041
GES,0.1,10000,1001,1,9,,0.063
GRaSP,0.1,10000,1001,1,3,,0.008
ICA-LiNGAM,0.1,10000,1001,1,0,-0.07877709763966699,0.037
DirectLiNGAM,0.1,10000,1001,1,0,-0.07877709763966695,0.201
PC,0.1,10000,1002,0,8,,0.019
FCI,0.1,10000,1002,0,9,,0.033
GES,0.1,10000,1002,1,12,,0.054
GRaSP,0.1,10000,1002,0,17,,0.01
ICA-LiNGAM,0.1,10000,1002,1,0,-0.09163358994555447,0.032
DirectLiNGAM,0.1,10000,1002,1,0,-0.09163358994555403,0.207
PC,0.1,10000,1003,0,8,,0.024
FCI,0.1,10000,1003,0,9,,0.033
GES,0.1,10000,1003,1,5,,0.063
GRaSP,0.1,10000,1003,1,9,,0.011
ICA-LiNGAM,0.1,10000,1003,1,0,-0.1058824855958927,0.03
DirectLiNGAM,0.1,10000,1003,1,0,-0.10588248559589256,0.197
PC,0.1,10000,1004,0,8,,0.02
FCI,0.1,10000,1004,0,9,,0.033
GES,0.1,10000,1004,0,18,,0.05
GRaSP,0.1,10000,1004,0,17,,0.012
ICA-LiNGAM,0.1,10000,1004,1,0,-0.11660511333376462,0.038
DirectLiNGAM,0.1,10000,1004,1,0,-0.1166051133337644,0.201
PC,0.1,10000,1005,0,8,,0.022
FCI,0.1,10000,1005,0,9,,0.035
GES,0.1,10000,1005,1,2,,0.047
GRaSP,0.1,10000,1005,1,3,,0.008
ICA-LiNGAM,0.1,10000,1005,1,0,-0.09842671102414907,0.034
DirectLiNGAM,0.1,10000,1005,1,0,-0.09842671102414906,0.205
PC,0.1,10000,1006,0,8,,0.023
FCI,0.1,10000,1006,0,9,,0.033
GES,0.1,10000,1006,0,15,,0.046
GRaSP,0.1,10000,1006,0,17,,0.011
ICA-LiNGAM,0.1,10000,1006,1,0,-0.10714088114905994,0.03
DirectLiNGAM,0.1,10000,1006,1,0,-0.1071408811490599,0.195
PC,0.1,10000,1007,0,11,,0.024
FCI,0.1,10000,1007,0,12,,0.045
GES,0.1,10000,1007,0,15,,0.046
GRaSP,0.1,10000,1007,1,3,,0.009
ICA-LiNGAM,0.1,10000,1007,1,0,-0.09340754538162784,0.03
DirectLiNGAM,0.1,10000,1007,1,0,-0.09340754538162796,0.194
PC,0.1,10000,1008,0,8,,0.02
FCI,0.1,10000,1008,0,9,,0.031
GES,0.1,10000,1008,0,15,,0.059
GRaSP,0.1,10000,1008,0,16,,0.01
ICA-LiNGAM,0.1,10000,1008,1,0,-0.10040664959400726,0.036
DirectLiNGAM,0.1,10000,1008,1,0,-0.10040664959400693,0.204
PC,0.1,10000,1009,0,8,,0.02
FCI,0.1,10000,1009,0,9,,0.033
GES,0.1,10000,1009,1,12,,0.054
GRaSP,0.1,10000,1009,1,3,,0.011
ICA-LiNGAM,0.1,10000,1009,1,0,-0.1105816084589755,0.046
DirectLiNGAM,0.1,10000,1009,1,0,-0.1105816084589755,0.196
PC,0.1,10000,1010,0,13,,0.026
FCI,0.1,10000,1010,0,7,,0.042
GES,0.1,10000,1010,1,6,,0.048
GRaSP,0.1,10000,1010,1,3,,0.011
ICA-LiNGAM,0.1,10000,1010,1,0,-0.07677118055291256,0.031
DirectLiNGAM,0.1,10000,1010,1,0,-0.07677118055291239,0.195
PC,0.1,10000,1011,0,10,,0.023
FCI,0.1,10000,1011,0,7,,0.034
GES,0.1,10000,1011,1,3,,0.06
GRaSP,0.1,10000,1011,1,3,,0.013
ICA-LiNGAM,0.1,10000,1011,1,1,-0.1079080171353326,0.031
DirectLiNGAM,0.1,10000,1011,1,1,-0.10790801713533235,0.201
PC,0.1,10000,1012,0,10,,0.022
FCI,0.1,10000,1012,0,7,,0.032
GES,0.1,10000,1012,1,3,,0.063
GRaSP,0.1,10000,1012,0,17,,0.011
ICA-LiNGAM,0.1,10000,1012,1,1,-0.08489298152609671,0.031
DirectLiNGAM,0.1,10000,1012,1,1,-0.08489298152609659,0.198
PC,0.1,10000,1013,0,10,,0.02
FCI,0.1,10000,1013,0,11,,0.035
GES,0.1,10000,1013,0,15,,0.047
GRaSP,0.1,10000,1013,0,17,,0.011
ICA-LiNGAM,0.1,10000,1013,1,0,-0.09965619635229592,0.038
DirectLiNGAM,0.1,10000,1013,1,0,-0.09965619635229586,0.197
PC,0.1,10000,1014,0,12,,0.027
FCI,0.1,10000,1014,0,9,,0.043
GES,0.1,10000,1014,1,5,,0.066
GRaSP,0.1,10000,1014,0,18,,0.012
ICA-LiNGAM,0.1,10000,1014,1,0,-0.10174034552554392,0.035
DirectLiNGAM,0.1,10000,1014,1,0,-0.10174034552554412,0.198
PC,0.1,10000,1015,0,9,,0.025
FCI,0.1,10000,1015,0,10,,0.048
GES,0.1,10000,1015,1,6,,0.058
GRaSP,0.1,10000,1015,0,14,,0.01
ICA-LiNGAM,0.1,10000,1015,1,0,-0.09605601487495531,0.033
DirectLiNGAM,0.1,10000,1015,1,0,-0.0960560148749552,0.199
PC,0.1,10000,1016,0,9,,0.024
FCI,0.1,10000,1016,0,9,,0.043
GES,0.1,10000,1016,1,2,,0.066
GRaSP,0.1,10000,1016,0,17,,0.012
ICA-LiNGAM,0.1,10000,1016,1,0,-0.103578769669347,0.035
DirectLiNGAM,0.1,10000,1016,1,0,-0.10357876966934723,0.193
PC,0.1,10000,1017,0,8,,0.025
FCI,0.1,10000,1017,0,9,,0.035
GES,0.1,10000,1017,1,9,,0.045
GRaSP,0.1,10000,1017,1,3,,0.009
ICA-LiNGAM,0.1,10000,1017,1,1,-0.09166166812767679,0.033
DirectLiNGAM,0.1,10000,1017,1,1,-0.09166166812767697,0.194
PC,0.1,10000,1018,0,8,,0.02
FCI,0.1,10000,1018,0,9,,0.033
GES,0.1,10000,1018,0,16,,0.05
GRaSP,0.1,10000,1018,1,3,,0.01
ICA-LiNGAM,0.1,10000,1018,1,0,-0.10426706605983839,0.029
DirectLiNGAM,0.1,10000,1018,1,0,-0.10426706605983818,0.196
PC,0.1,10000,1019,0,8,,0.023
FCI,0.1,10000,1019,0,9,,0.035
GES,0.1,10000,1019,1,2,,0.06
GRaSP,0.1,10000,1019,1,3,,0.013
ICA-LiNGAM,0.1,10000,1019,1,0,-0.09504595817396792,0.033
DirectLiNGAM,0.1,10000,1019,1,0,-0.09504595817396845,0.198
PC,0.1,50000,1000,1,4,,0.031
FCI,0.1,50000,1000,0,7,,0.049
GES,0.1,50000,1000,1,5,,0.068
GRaSP,0.1,50000,1000,1,5,,0.012
ICA-LiNGAM,0.1,50000,1000,1,0,-0.0986638452128997,0.184
DirectLiNGAM,0.1,50000,1000,1,0,-0.09866384521290003,0.718
PC,0.1,50000,1001,1,2,,0.033
FCI,0.1,50000,1001,0,5,,0.047
GES,0.1,50000,1001,1,2,,0.067
GRaSP,0.1,50000,1001,1,2,,0.013
ICA-LiNGAM,0.1,50000,1001,1,0,-0.09053851268184715,0.19
DirectLiNGAM,0.1,50000,1001,1,0,-0.09053851268184782,0.789
PC,0.1,50000,1002,1,4,,0.037
FCI,0.1,50000,1002,0,5,,0.058
GES,0.1,50000,1002,1,10,,0.085
GRaSP,0.1,50000,1002,0,19,,0.019
ICA-LiNGAM,0.1,50000,1002,1,0,-0.10318951769124143,0.175
DirectLiNGAM,0.1,50000,1002,1,0,-0.1031895176912417,0.768
PC,0.1,50000,1003,1,2,,0.035
FCI,0.1,50000,1003,0,5,,0.055
GES,0.1,50000,1003,1,2,,0.057
GRaSP,0.1,50000,1003,0,19,,0.018
ICA-LiNGAM,0.1,50000,1003,1,0,-0.10132849244248396,0.217
DirectLiNGAM,0.1,50000,1003,1,0,-0.1013284924424837,0.726
PC,0.1,50000,1004,1,2,,0.034
FCI,0.1,50000,1004,0,5,,0.056
GES,0.1,50000,1004,1,2,,0.077
GRaSP,0.1,50000,1004,0,19,,0.018
ICA-LiNGAM,0.1,50000,1004,1,0,-0.09974467624402122,0.168
DirectLiNGAM,0.1,50000,1004,1,0,-0.09974467624402127,0.746
PC,0.1,50000,1005,1,4,,0.039
FCI,0.1,50000,1005,0,5,,0.058
GES,0.1,50000,1005,1,2,,0.065
GRaSP,0.1,50000,1005,1,2,,0.013
ICA-LiNGAM,0.1,50000,1005,1,0,-0.10092768829137332,0.185
DirectLiNGAM,0.1,50000,1005,1,0,-0.10092768829137345,0.739
PC,0.1,50000,1006,1,5,,0.033
FCI,0.1,50000,1006,1,8,,0.04
GES,0.1,50000,1006,1,5,,0.074
GRaSP,0.1,50000,1006,0,19,,0.017
ICA-LiNGAM,0.1,50000,1006,1,0,-0.10923857653438107,0.153
DirectLiNGAM,0.1,50000,1006,1,0,-0.10923857653438086,0.726
PC,0.1,50000,1007,1,2,,0.033
FCI,0.1,50000,1007,0,5,,0.048
GES,0.1,50000,1007,1,5,,0.065
GRaSP,0.1,50000,1007,1,5,,0.013
ICA-LiNGAM,0.1,50000,1007,1,0,-0.09860014834150957,0.145
DirectLiNGAM,0.1,50000,1007,1,0,-0.0986001483415097,0.758
PC,0.1,50000,1008,1,2,,0.035
FCI,0.1,50000,1008,0,5,,0.05
GES,0.1,50000,1008,1,2,,0.067
GRaSP,0.1,50000,1008,1,2,,0.017
ICA-LiNGAM,0.1,50000,1008,1,0,-0.10690248274854061,0.171
DirectLiNGAM,0.1,50000,1008,1,0,-0.10690248274854049,0.731
PC,0.1,50000,1009,0,9,,0.033
FCI,0.1,50000,1009,0,7,,0.048
GES,0.1,50000,1009,1,5,,0.075
GRaSP,0.1,50000,1009,0,19,,0.015
ICA-LiNGAM,0.1,50000,1009,1,0,-0.10390255497738542,0.204
DirectLiNGAM,0.1,50000,1009,1,0,-0.10390255497738528,0.71
PC,0.1,50000,1010,0,9,,0.033
FCI,0.1,50000,1010,0,7,,0.047
GES,0.1,50000,1010,1,2,,0.078
GRaSP,0.1,50000,1010,1,14,,0.015
ICA-LiNGAM,0.1,50000,1010,1,0,-0.0985629344420581,0.183
DirectLiNGAM,0.1,50000,1010,1,0,-0.098562934442058,0.715
PC,0.1,50000,1011,0,9,,0.034
FCI,0.1,50000,1011,0,7,,0.048
GES,0.1,50000,1011,1,2,,0.071
GRaSP,0.1,50000,1011,0,18,,0.016
ICA-LiNGAM,0.1,50000,1011,1,0,-0.10555375764748556,0.186
DirectLiNGAM,0.1,50000,1011,1,0,-0.1055537576474854,0.72
PC,0.1,50000,1012,1,2,,0.036
FCI,0.1,50000,1012,0,5,,0.048
GES,0.1,50000,1012,1,2,,0.066
GRaSP,0.1,50000,1012,0,19,,0.017
ICA-LiNGAM,0.1,50000,1012,1,0,-0.09654734469276281,0.183
DirectLiNGAM,0.1,50000,1012,1,0,-0.09654734469276278,0.728
PC,0.1,50000,1013,0,9,,0.031
FCI,0.1,50000,1013,0,7,,0.048
GES,0.1,50000,1013,1,5,,0.099
GRaSP,0.1,50000,1013,0,19,,0.017
ICA-LiNGAM,0.1,50000,1013,1,0,-0.10073151582118077,0.198
DirectLiNGAM,0.1,50000,1013,1,0,-0.10073151582118103,0.741
PC,0.1,50000,1014,0,10,,0.038
FCI,0.1,50000,1014,0,7,,0.063
GES,0.1,50000,1014,1,5,,0.073
GRaSP,0.1,50000,1014,0,17,,0.017
ICA-LiNGAM,0.1,50000,1014,1,0,-0.10351327967512564,0.223
DirectLiNGAM,0.1,50000,1014,1,0,-0.10351327967512514,0.729
PC,0.1,50000,1015,1,3,,0.034
FCI,0.1,50000,1015,1,5,,0.056
GES,0.1,50000,1015,1,2,,0.066
GRaSP,0.1,50000,1015,1,5,,0.021
ICA-LiNGAM,0.1,50000,1015,1,0,-0.09840643433464048,0.188
DirectLiNGAM,0.1,50000,1015,1,0,-0.09840643433464041,0.723
PC,0.1,50000,1016,1,4,,0.031
FCI,0.1,50000,1016,0,7,,0.051
GES,0.1,50000,1016,1,5,,0.074
GRaSP,0.1,50000,1016,0,19,,0.018
ICA-LiNGAM,0.1,50000,1016,1,0,-0.09924702439421926,0.18
DirectLiNGAM,0.1,50000,1016,1,0,-0.09924702439421958,0.73
PC,0.1,50000,1017,0,9,,0.033
FCI,0.1,50000,1017,0,9,,0.049
GES,0.1,50000,1017,1,5,,0.065
GRaSP,0.1,50000,1017,1,5,,0.013
ICA-LiNGAM,0.1,50000,1017,1,0,-0.0927209294392822,0.252
DirectLiNGAM,0.1,50000,1017,1,0,-0.09272092943928191,0.723
PC,0.1,50000,1018,0,9,,0.032
FCI,0.1,50000,1018,0,7,,0.047
GES,0.1,50000,1018,1,5,,0.067
GRaSP,0.1,50000,1018,1,5,,0.013
ICA-LiNGAM,0.1,50000,1018,1,0,-0.09834796473589857,0.18
DirectLiNGAM,0.1,50000,1018,1,0,-0.09834796473589917,0.726
PC,0.1,50000,1019,1,6,,0.037
FCI,0.1,50000,1019,1,8,,0.062
GES,0.1,50000,1019,1,3,,0.054
GRaSP,0.1,50000,1019,0,15,,0.016
ICA-LiNGAM,0.1,50000,1019,1,0,-0.09612899791139244,0.192
DirectLiNGAM,0.1,50000,1019,1,0,-0.09612899791139265,0.736
PC,0.15,1000,1000,0,11,,0.019
FCI,0.15,1000,1000,0,12,,0.029
GES,0.15,1000,1000,1,8,,0.039
GRaSP,0.15,1000,1000,0,7,,0.007
ICA-LiNGAM,0.15,1000,1000,1,1,-0.06950341995505513,0.016
DirectLiNGAM,0.15,1000,1000,1,1,-0.06950341995505455,0.05
PC,0.15,1000,1001,0,7,,0.018
FCI,0.15,1000,1001,0,8,,0.026
GES,0.15,1000,1001,1,10,,0.055
GRaSP,0.15,1000,1001,1,5,,0.008
ICA-LiNGAM,0.15,1000,1001,1,1,-0.16895930886575053,0.028
DirectLiNGAM,0.15,1000,1001,1,1,-0.16895930886575133,0.063
PC,0.15,1000,1002,0,11,,0.017
FCI,0.15,1000,1002,0,14,,0.021
GES,0.15,1000,1002,1,8,,0.028
GRaSP,0.15,1000,1002,0,8,,0.006
ICA-LiNGAM,0.15,1000,1002,1,1,-0.12457590924282766,0.016
DirectLiNGAM,0.15,1000,1002,1,1,-0.12457590924282783,0.059
PC,0.15,1000,1003,0,7,,0.02
FCI,0.15,1000,1003,0,8,,0.028
GES,0.15,1000,1003,1,10,,0.04
GRaSP,0.15,1000,1003,0,10,,0.007
ICA-LiNGAM,0.15,1000,1003,1,1,-0.17947928646421735,0.016
DirectLiNGAM,0.15,1000,1003,1,1,-0.17947928646421754,0.053
PC,0.15,1000,1004,0,10,,0.021
FCI,0.15,1000,1004,0,11,,0.03
GES,0.15,1000,1004,0,14,,0.045
GRaSP,0.15,1000,1004,0,14,,0.008
ICA-LiNGAM,0.15,1000,1004,1,1,-0.13709532419680698,0.023
DirectLiNGAM,0.15,1000,1004,1,1,-0.13709532419680676,0.059
PC,0.15,1000,1005,0,8,,0.016
FCI,0.15,1000,1005,0,11,,0.023
GES,0.15,1000,1005,1,9,,0.031
GRaSP,0.15,1000,1005,0,6,,0.007
ICA-LiNGAM,0.15,1000,1005,1,1,-0.11963003864388533,0.021
DirectLiNGAM,0.15,1000,1005,1,1,-0.11963003864388566,0.072
PC,0.15,1000,1006,0,9,,0.018
FCI,0.15,1000,1006,0,9,,0.024
GES,0.15,1000,1006,1,9,,0.032
GRaSP,0.15,1000,1006,0,14,,0.006
ICA-LiNGAM,0.15,1000,1006,1,1,-0.08233810917910764,0.016
DirectLiNGAM,0.15,1000,1006,1,1,-0.08233810917910803,0.06
PC,0.15,1000,1007,0,8,,0.021
FCI,0.15,1000,1007,0,11,,0.029
GES,0.15,1000,1007,0,13,,0.041
GRaSP,0.15,1000,1007,0,7,,0.008
ICA-LiNGAM,0.15,1000,1007,1,1,-0.14541481968141876,0.016
DirectLiNGAM,0.15,1000,1007,1,1,-0.14541481968141862,0.05
PC,0.15,1000,1008,0,11,,0.016
FCI,0.15,1000,1008,0,13,,0.022
GES,0.15,1000,1008,0,21,,0.056
GRaSP,0.15,1000,1008,0,15,,0.01
ICA-LiNGAM,0.15,1000,1008,1,1,-0.1440382317438992,0.023
DirectLiNGAM,0.15,1000,1008,1,1,-0.14403823174389893,0.058
PC,0.15,1000,1009,0,10,,0.015
FCI,0.15,1000,1009,0,11,,0.02
GES,0.15,1000,1009,0,11,,0.027
GRaSP,0.15,1000,1009,0,6,,0.009
ICA-LiNGAM,0.15,1000,1009,1,1,-0.12611259673294337,0.022
DirectLiNGAM,0.15,1000,1009,1,1,-0.12611259673294353,0.068
PC,0.15,1000,1010,0,11,,0.018
FCI,0.15,1000,1010,0,9,,0.019
GES,0.15,1000,1010,1,6,,0.035
GRaSP,0.15,1000,1010,0,9,,0.006
ICA-LiNGAM,0.15,1000,1010,1,2,-0.11772699583980424,0.015
DirectLiNGAM,0.15,1000,1010,1,2,-0.11772699583980442,0.062
PC,0.15,1000,1011,0,8,,0.021
FCI,0.15,1000,1011,0,11,,0.03
GES,0.15,1000,1011,1,10,,0.042
GRaSP,0.15,1000,1011,0,8,,0.007
ICA-LiNGAM,0.15,1000,1011,1,1,-0.12932264765882098,0.016
DirectLiNGAM,0.15,1000,1011,1,1,-0.12932264765882087,0.05
PC,0.15,1000,1012,0,9,,0.013
FCI,0.15,1000,1012,0,12,,0.018
GES,0.15,1000,1012,0,9,,0.028
GRaSP,0.15,1000,1012,0,6,,0.009
ICA-LiNGAM,0.15,1000,1012,0,2,0.0,0.024
DirectLiNGAM,0.15,1000,1012,0,2,0.0,0.064
PC,0.15,1000,1013,0,12,,0.013
FCI,0.15,1000,1013,0,11,,0.019
GES,0.15,1000,1013,0,19,,0.036
GRaSP,0.15,1000,1013,0,12,,0.006
ICA-LiNGAM,0.15,1000,1013,1,3,-0.09379339635326278,0.016
DirectLiNGAM,0.15,1000,1013,1,3,-0.09379339635326278,0.07
PC,0.15,1000,1014,0,9,,0.025
FCI,0.15,1000,1014,0,12,,0.037
GES,0.15,1000,1014,0,12,,0.05
GRaSP,0.15,1000,1014,0,15,,0.008
ICA-LiNGAM,0.15,1000,1014,0,2,0.0,0.015
DirectLiNGAM,0.15,1000,1014,0,4,0.0,0.051
PC,0.15,1000,1015,0,6,,0.017
FCI,0.15,1000,1015,0,9,,0.028
GES,0.15,1000,1015,1,10,,0.043
